hotel_name,location,landmark,ratings,info,price,tag,accessibility,occupancy_details,description
Beautiful 2BHK Homestay at South Goa,South Goa,| 2.2 km drive to Baga Beach,null,"['Restaurant', 'Bar']","₹2,948 per night",null,Entire Homestay,| 2 Bedrooms | Sleeps 8 guests,CoupleFriendlyFreeCancellationBook@₹0available
La Viola (3BHK) By Travaholic Stays,Vagator,| 1.5 km drive to Candolim Beach,null,"['Restaurant', 'Caretaker']","₹52,930 per night",null,Entire Villa,| 3 Bedrooms | Sleeps 12 guests,CoupleFriendly
La Meira - 3 BHK Pool Villa at Vagator by The Blue Kite (02),Vagator,| 9 minutes walk to Calangute Beach,null,"['Luggage Storage', 'Gym']","₹26,178 per night",null,Entire Villa,| 3 Bedrooms | Sleeps 12 guests,CoupleFriendly
5bhk Pvt Pool Villa Near Baga by Eniyi Stays,Baga,| 2.3 km drive to Baga Beach,null,"['Swimming Pool', 'Swimming Pool']","₹42,100 per night",null,Entire Villa,| 5 Bedrooms | Sleeps 20 guests,
Fortune 4BHK Luxurious Villa A,Candolim,null,4.2,"['Gym', 'Spa']","₹15,809 per night",Like a 3 Star,Entire Villa,| 4 Bedrooms | Sleeps 16 guests,CoupleFriendly
The Old Quarter Heritage Fountainhas,31st January Road,| About a minute walk to Ashwem Beach,null,"['Fireplace', 'Vehicle Rentals']","₹2,527 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 3 guests,CoupleFriendlyFreeCancellationBook@₹0available
Casa Amore La Verona,Assagao,null,null,"['Swimming Pool', 'Jacuzzi']","₹28,794 per night",null,Entire Villa,| 1 Bedroom | Sleeps 12 guests,CoupleFriendly
Asgard Luxury Apartments I Near Thalalssa & Chapora Fort,Siolim,| 3.0 km drive to Anjuna Beach,null,"['Swimming Pool', 'Water Sports']","₹6,362 per night",null,null,null,CoupleFriendly
C homes,Siolim,null,null,"['Kids Play Area', 'Restaurant']","₹3,711 per night",null,Entire Homestay,| 2 Bedrooms | Sleeps 8 guests,CoupleFriendlyFreeCancellationBook@₹0available
White Den by BacchusHomes,Anjuna,| 950 m drive to Calangute Beach,null,"['Spa', 'Swimming Pool']","₹5,896 per night",null,Entire Apartment,| 2 Bedrooms | Sleeps 8 guests,
Gajas guest house,Calangute,null,null,"['Lounge', 'Spa']","₹7,057 per night",null,Room in a Homestay,| 1 Bedroom | Sleeps 4 guests,CoupleFriendlyFreeCancellationBook@₹0available
2BHK Villa at Calangute by Rightstay,Calangute,| 1.3 km drive to Benaulim Beach,null,"['Indoor Games', 'Water Sports']","₹6,142 per night",null,Entire Villa,| 2 Bedrooms | Sleeps 8 guests,CoupleFriendly
Luxurious 4BHK Villa at Candolim,Candolim,null,null,"['24-hour Room Service', '| 1 Bedroom | Sleeps 4 guests']","₹37,347 per night",null,Entire Villa,| 4 Bedrooms | Sleeps 14 guests,CoupleFriendly
Charming Coastal Haven Luxury 1BHK in Calangute with Pool,Calangute,| About a minute walk to Palolem Beach,null,"['24-hour Security', 'Housekeeping']","₹4,800 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
LaMasseria-3bhk Lushful Villa with Private Pool(09),Siolim,null,null,"['null', 'null']","₹28,721 per night",null,Entire Villa,| 3 Bedrooms | Sleeps 12 guests,CoupleFriendly
Ananda Hills 1 bhk villa,Arpora,null,null,"['Room in a Homestay', '| 1 Bedroom | Sleeps 4 guests']","₹25,000 per night",null,Entire Villa,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
Serra Nirvana,Canacona,| About a minute walk to Anjuna Beach,null,"['Free Public Parking', 'Air Conditioning']","₹1,597 per night",null,Room in a Villa,| 1 Bedroom | Sleeps 4 guests,FreeCancellationBook@₹0available
El Rosario- 2 BHK at Reis Magos by The Blue Kite (203),Bardez,| 8 minutes walk to Vagator Beach,null,"['Swimming Pool', 'Kids Play Area']","₹10,162 per night",Like a 4 Star,Entire Apartment,| 2 Bedrooms | Sleeps 8 guests,CoupleFriendly
Nazri Hotel,Arambol,null,null,"['Restaurant', 'Fireplace']","₹3,421 per night",null,null,null,CoupleFriendlyBreakfastavailableatextracharges
3 BR Apartment in Candolim near the beach Goa,Goa,| About a minute walk to Anjuna Beach,null,"['Spa', 'Restaurant']","₹10,982 per night",Like a 3 Star,Entire Apartment,| 2 Bedrooms | Sleeps 8 guests,CoupleFriendly
Vrihi Luxury A-Frames,North Goa,null,null,"['Restaurant', '24-hour Room Service']","₹6,725 per night",null,Room in a Cottage,| 1 Bedroom | Sleeps 8 guests,CoupleFriendlyFreeCancellationBook@₹0available
Colorato By Sash Villas with Pool at Siolim,Siolim,null,null,"['null', 'Lounge']","₹9,332 per night",null,Entire Apartment,| 2 Bedrooms | Sleeps 8 guests,CoupleFriendlyFreeCancellationBook@₹0available
Serendipity Goa Apartments and Cafe,Arambol,null,null,"['Fireplace', 'null']","₹3,899 per night",null,Entire Apartment,| Sleeps 4 guests,
"Casa de Bella, 2bhk, Candolim",Candolim,null,null,"['Bar', 'Fireplace']","₹3,495 per night",null,Entire Apartment,| 2 Bedrooms | Sleeps 8 guests,
Purple Bloom by BaccusHomes,Anjuna,null,null,"['Swimming Pool', '24-hour Room Service']","₹7,492 per night",null,Entire Apartment,| 2 Bedrooms | Sleeps 8 guests,
ChitChat Villa | 3BHK Private Pool with Caretaker | Baga,Baga,| 1.2 km drive to Palolem Beach,null,"['Room in an Apartment', '| 1 Bedroom | Sleeps 4 guests']","₹28,283 per night",Like a 4 Star,Entire Villa,| 3 Bedrooms | Sleeps 12 guests,CoupleFriendly
Goan Hideaway Uno,Siolim,| 1.3 km drive to Candolim Beach,null,"['Housekeeping', 'Shared Parking']","₹3,333 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
Rare Earth SkyVilla,Mormugao,null,5,"['null', 'null']","₹22,280 per night",null,Entire Villa,| 3 Bedrooms | Sleeps 12 guests,CoupleFriendlyFreeCancellationBreakfastIncludedBook@₹0available
Green Sky 2BHK apartment,Calangute,null,null,"['Indoor Games', 'Restaurant']","₹10,088 per night",null,Entire Apartment,| 2 Bedrooms | Sleeps 8 guests,
Rainbow Resort Bar and Restaurant,Morjim,null,null,"['Swimming Pool', 'Water Sports']","₹1,453 per night",null,null,null,Breakfastavailableatextracharges
Sere Resort Goa,Vagator,| 9 minutes walk to Baga Beach,null,"['Swimming Pool', 'Restaurant']","₹63,168 per night",null,null,null,BreakfastIncluded20%DiscountonHi-Tea/Buffet/Brunch/alacarte
3bhk villa In Arpora,Arpora,Ends  in  03h:  14m:  08s,null,"['| 1 Bedroom | Sleeps 4 guests', 'Air Conditioning']","₹37,409 per night",null,Entire Villa,| 3 Bedrooms | Sleeps 20 guests,CoupleFriendly
Botanica - Apartment - 211,Candolim,| 10 minutes walk to Calangute Beach,null,"['Free Wi-Fi', 'Restaurant']","₹6,428 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendlyFreeCancellationBook@₹0available
Luxury Villas Goa - Solitaire Stays,Panjim,| 2.2 km drive to Baga Beach,null,"['Restaurant', 'Bar']","₹1,27,500 per night",null,Entire Villa,| Sleeps 11 guests,CoupleFriendlyBreakfastIncluded
River-view Apartment | Pool & Restaurant,Morjim,| 7 minutes walk to Palolem Beach,null,"['null', 'null']","₹8,733 per night",null,Entire Apartment,| 2 Bedrooms | Sleeps 5 guests,"Entire1BHKapartmentwithakitchen,kidsplayground&sundeck"
Palolem Hill Apartment,Palolem,null,null,"['Fireplace', 'Luggage Storage']","₹9,125 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 3 guests,CoupleFriendlyFreeCancellationBook@₹0available
"River Bank Villas, Baga by Stay Leisurely",Arpora,| 1.2 km drive to Majorda Beach,null,"['Free Parking', 'Swimming Pool']","₹38,019 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 9 guests,CoupleFriendlyFreeCancellation
Anjuna Villa,Vagator,Ends  in  03h:  14m:  10s,null,"['Kids Play Area', 'Swimming Pool']","₹29,400 per night",null,Entire Villa,| 3 Bedrooms | Sleeps 6 guests,FreeCancellationBook@₹0available
Cozy Agonda by EPICTEA RESORTS AND HOTELS,Agonda,| About a minute walk to Calangute Beach,null,"['Jacuzzi', 'Restaurant']","₹5,052 per night",null,Room in a Homestay,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
Serene 2BHK Apartment by tisyastays,Candolim,| 7 minutes walk to Calangute Beach,4.5,"['Gym', 'Swimming Pool']","₹11,573 per night",null,Entire Apartment,| 2 Bedrooms | Sleeps 8 guests,CoupleFriendly
Casa Amor By There4You Tourism,Candolim,| 2.4 km drive to Calangute Beach,4.3,"['Entire Villa', '| 4 Bedrooms | Sleeps 16 guests']","₹10,397 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
Kevrich guest house,Calangute Baga Road,| About a minute walk to Calangute Beach,null,"['Shared Swimming Pool', 'Private Kitchen']","₹4,211 per night",null,Room in an Apartment,| 1 Bedroom | Sleeps 2 guests,
The Secret Cove by Stay ALYF,Calangute,null,4.7,"['Restaurant', 'Fireplace']","₹6,727 per night",Like a 3 Star,Room in an Apartment,| 1 Bedroom | Sleeps 2 guests,CoupleFriendlyFreeCancellationBook@₹0available
Velankani beach house calangute goa,Calangute Baga Road,null,null,"['Entire Villa', '| 1 Bedroom | Sleeps 4 guests']","₹6,952 per night",null,Room in a Homestay,| 1 Bedroom | Sleeps 4 guests,
SaffronStays Eden Greens,Calangute,| 1.7 km drive to Calangute Beach,null,"['Shared Kitchen', 'Living Room']","₹29,523 per night",null,Entire Villa,| 4 Bedrooms | Sleeps 16 guests,CoupleFriendlyBreakfastIncluded
Casa Vilasa Family Suite Assagao,Assagao,null,null,"['Room in an Apartment', '| 1 Bedroom | Sleeps 2 guests']","₹10,340 per night",null,Entire Apartment,| 2 Bedrooms | Sleeps 8 guests,CoupleFriendly
Villa Mara Del Ter 3BHK Private Pool by HORIZON STAYS,Arpora,| 2.9 km drive to Vagator Beach,null,"['Reception', 'Housekeeping']","₹39,415 per night",null,Entire Villa,| 3 Bedrooms | Sleeps 12 guests,
Villa 18,Arpora,null,null,"['Water Sports', 'Beach club']","₹23,942 per night",null,Entire Villa,| 3 Bedrooms | Sleeps 12 guests,CoupleFriendly
Vienna Oasis : Peaceful Space | Pool | Nr Thalassa,Siolim,| 6 minutes walk to Baga Beach,null,"['Indoor Games', 'Restaurant']","₹5,995 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
Graceland,Calangute,null,null,"['Entire Homestay', '| 1 Bedroom | Sleeps 4 guests']","₹2,108 per night",null,null,null,FreeCancellationBook@₹0available
ELIVAAS 3 BHK with Pvt Pool | Mirai Gemini,Vagator,| 7 minutes walk to Deltin Royale,null,"['Private Kitchen', 'Luggage Storage']","₹19,669 per night",Like a 5 Star,Entire Villa,| 3 Bedrooms | Sleeps 12 guests,CoupleFriendly
Good Stay Premium Studio Apartment T10-206,Mormugao,null,null,"['Entire Apartment', '| 1 Bedroom | Sleeps 4 guests']","₹3,459 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
El Reino - 2 BHK at Reis Magos by The Blue Kite (B1),Bardez,null,4.5,"['Swimming Pool', 'Reception']","₹10,893 per night",Like a 4 Star,Entire Apartment,| 2 Bedrooms | Sleeps 8 guests,CoupleFriendly
The nest @205 1bhk with pool in Assagaon,Assagao,null,null,"['Swimming Pool', 'Fireplace']","₹32,156 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,
Papilio Beach Front Cottages,Baga,| 7 minutes walk to Anjuna Beach,null,"['Butler Services', 'Luggage Storage']","₹5,517 per night",null,null,null,FreeCancellationBook@₹0available
La Avila - 2 BHK Pool Villa at Siolim by The Blue Kite (20),Siolim,| 1.3 km drive to Calangute Beach,4.5,"['Entire Apartment', '| 1 Bedroom | Sleeps 3 guests']","₹14,856 per night",Like a 4 Star,Entire Villa,| 2 Bedrooms | Sleeps 8 guests,CoupleFriendly
De Alara Morjim,Morjim,| 770 m drive to Calangute Beach,null,"['Reception', 'Housekeeping']","₹2,677 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges
El Raso - 1 BHK at Parra by The Blue Kite (108),Bardez,| 10 minutes walk to Sinquerium Beach,null,"['Entire Apartment', '| Sleeps 3 guests']","₹5,842 per night",Like a 4 Star,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
Hotel Inn Morjim Goa,Morjim,| 1.3 km drive to Calangute Beach,4.2,"['Housekeeping', 'Caretaker']","₹3,288 per night",null,null,null,CoupleFriendly
Kevrich beach house.,Calangute Baga Road,null,null,"['Lawn', 'Swimming Pool']","₹8,422 per night",null,Rooms in an Apartment,| 2 Bedrooms | Sleeps 4 guests,
Arambol Bliss,Arambol Beach,| 2.3 km drive to Baga Beach,null,"['Balcony/Terrace', 'null']","₹3,034 per night",null,null,null,CoupleFriendly
La Sierra Estate Villa14  by Travaholic Stays 3BHK,Anjuna,null,null,"['Rooms in a Homestay', '| 2 Bedrooms | Sleeps 6 guests']","₹95,274 per night",null,Room in a Villa,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
Emmanuel Guesthouse,Anjuna,null,null,"['Kitchenette', 'Parking']","₹2,731 per night",null,Room in a Cottage,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
Elegant 4BHK Villa with Private Pool,Assagao,| 2.5 km drive to Mandrem Beach,null,"['Swimming Pool', 'Kids Play Area']","₹26,982 per night",null,Entire Villa,| 4 Bedrooms | Sleeps 16 guests,CoupleFriendly
Rajbag Residency Guest House,Palolem,| About a minute walk to Majorda Beach,null,"['Entire Apartment', '| 1 Bedroom | Sleeps 4 guests']","₹4,457 per night",null,Room in an Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
La Serena,Calangute,| 9 minutes walk to Mandrem Beach,null,"['Housekeeping', 'Elevator/Lift']","₹5,572 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,FreeCancellationBook@₹0available
Elivaas Savannah Azure 5 BHK Villa with Lift & Pool,Calangute,null,null,"['null', '24-hour Room Service']","₹40,336 per night",null,Entire Villa,| 5 Bedrooms | Sleeps 20 guests,CoupleFriendly
Santoshi Holiday Home 2BHK,Vasco Da Gama,| 2.3 km drive to Mandrem Beach,null,"['Swimming Pool', 'Gym']","₹8,406 per night",null,Entire Apartment,| 2 Bedrooms | Sleeps 8 guests,
Villa Svar by tisyastays,Calangute,Ends  in  03h:  15m:  51s,null,"['null', 'Room in an Apartment']","₹27,628 per night",Like a 4 Star,Entire Villa,| 5 Bedrooms | Sleeps 20 guests,CoupleFriendly
Stefleenas Nest,South Goa,| 8 minutes walk to Candolim Beach,4.5,"['| 1 Bedroom | Sleeps 4 guests', 'Housekeeping']","₹5,329 per night",null,Entire Homestay,| 2 Bedrooms | Sleeps 8 guests,CoupleFriendly
Tisya Prestige 1 BHK Apartments,Candolim,| 7 minutes walk to Anjuna Beach,null,"['Free Parking', 'Bar']","₹5,488 per night",null,Entire Apartment,| Sleeps 3 guests,CoupleFriendly
Staymaster Villa Anasoh4BR AssagaoPool&Garden,Vagator,Ends  in  03h:  15m:  51s,4.6,"['| 1 Bedroom | Sleeps 2 guests', 'Parking']","₹20,474 per night",null,Entire Villa,| 4 Bedrooms | Sleeps 16 guests,CoupleFriendly
Palatial stay|4 BHK Casa De Roopa by Stay ALYF,North Goa,| 1.8 km drive to Baga Beach,null,"['Wi-Fi', '| 1 Bedroom | Sleeps 4 guests']","₹41,540 per night",null,Entire Villa,| 4 Bedrooms | Sleeps 16 guests,CoupleFriendly
Aqua Luxury 4BHK Private Pool Villa by VioStays,Nagoa,null,null,"['Shared Swimming Pool', 'Shared Parking']","₹25,276 per night",null,Entire Villa,| 4 Bedrooms | Sleeps 16 guests,CoupleFriendly
Hireavilla | Casa Rosita - 4BR Portuguese Styled Villa w Private Pool,Bardez,| 6.3 km drive to Goa International Airport,null,"['Restaurant', 'Bar']","₹14,700 per night",null,Entire Villa,| 3 Bedrooms | Sleeps 12 guests,CoupleFriendlyFreeCancellationBook@₹0available
Localvibe - Quintara service apartment in North Goa (GF),Bardez,| 9 minutes walk to Calangute Beach,4.5,"['Room in a Homestay', '| 1 Bedroom | Sleeps 4 guests']","₹7,127 per night",null,Entire Homestay,| 2 Bedrooms | Sleeps 8 guests,CoupleFriendly
Aquamarine Suites,Baga,| About a minute walk to Morjim Beach,null,"['Lawn', 'Room in an Apartment']","₹15,468 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 3 guests,
Grandiosa 1 BHK Apartment by tisyastays,Candolim,| 1.2 km drive to Vagator Beach,null,"['| 1 Bedroom | Sleeps 4 guests', 'Wi-Fi']","₹8,216 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
Villa Comfy 3BH Private Pool Villa by HUE GUH,Benaulim,| 2.3 km drive to Baga Beach,null,"['Parking', 'Entire Homestay']","₹18,631 per night",Like a 4 Star,Entire Villa,| 3 Bedrooms | Sleeps 12 guests,CoupleFriendly
Skandi Sol - Peaceful Yoga Retreat,North Goa,| 2.0 km drive to Candolim Beach,null,"['| Sleeps 3 guests', 'Gym']","₹3,680 per night",null,Room in a Villa,| 1 Bedroom | Sleeps 4 guests,FreeCancellationBook@₹0available
Alekhya Penthouse.,Panjim,| 2.1 km drive to Miramar Beach,null,"['Swimming Pool', 'null']","₹33,624 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,
Pooja Misras Crib by the baga beach,Baga,null,null,"['Room in an Apartment', '| 1 Bedroom | Sleeps 3 guests']","₹9,866 per night",Like a 3 Star,Room in a Homestay,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
Jyots homestays Antique suite,Vagator,| 7 minutes walk to Palolem Beach,4.3,"['Swimming Pool', 'Reception']","₹2,768 per night",null,Entire Apartment,| 3 Bedrooms | Sleeps 7 guests,CoupleFriendly
Hotel O Pravin Guest House,Calangute,| 2.9 km drive to Baga Beach,null,"['Restaurant', 'Bar']","₹4,128 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableGreatValuewithSpaciousRoomsandQuickCheck-In
Villa Del Sol - Patnem Beach Goa,Palolem,| 2.9 km drive to Vagator Beach,null,"['null', 'Swimming Pool']","₹3,341 per night",null,Room in a Cottage,| 1 Bedroom | Sleeps 4 guests,FreeCancellationBook@₹0available
7BHK Infinity Pool Villa| Lost Traveller | LT710,Bardez,| 2 minutes walk to Agonda Beach,null,"['Restaurant', 'Spa']","₹1,86,313 per night",null,Entire Villa,| 7 Bedrooms | Sleeps 28 guests,
Albert Place,Anjuna,| 5 minutes walk to Candolim Beach,null,"['Swimming Pool', 'Swimming Pool']","₹2,295 per night",null,Rooms in a Hostel,| 2 Bedrooms | Sleeps 2 guests,
Pogo's Mountain House - part of the 12 Monks Family,Arambol Beach,| 8 minutes walk to Candolim Beach,null,"['Beach club', 'Entire Apartment']","₹1,034 per night",null,Beds in a Hostel,| 2 Dorm Beds,CoupleFriendly
1-BHK Apartment with Balcony & Lift,Candolim,| 7 minutes walk to Calangute Beach,null,"['| 2 Bedrooms | Sleeps 8 guests', 'Caretaker']","₹4,077 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
Blissful Studio Apartment Candolim Goa,Candolim,| 9 minutes walk to Calangute Beach,null,"['Housekeeping', 'Spa']","₹2,737 per night",null,Entire Apartment,| Sleeps 2 guests,
La Mer - Studio at Reis Magos by The Blue Kite,Bardez,| 6 minutes walk to Calangute Beach,4.2,"['Swimming Pool', 'Water Sports']","₹5,499 per night",Like a 4 Star,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,"CoupleFriendlyModernstudioapartmentwithapool,livingroom&parking"
StayVista at Quinta Backpackers Retreat,Anjuna,| 1.3 km drive to Candolim Beach,null,"['Lounge', 'Swimming Pool']","₹49,267 per night",null,Entire Villa,| 9 Bedrooms | Sleeps 32 guests,CoupleFriendly
ELIVAAS 4 BHK with Private Pool | Suntuarios,Assagao,Ends  in  03h:  16m:  09s,null,"['Restaurant', 'Rooms in a Hostel']","₹49,797 per night",Like a 5 Star,Entire Villa,| 4 Bedrooms | Sleeps 16 guests,CoupleFriendly
Pednekar's House,Nerul,null,null,"['| 2 Bedrooms | Sleeps 2 guests', 'Swimming Pool']","₹4,054 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendlyFreeCancellationBook@₹0available
ELIVAAS 3 BHK with Pvt Pool & Gazebo | Mier,Bardez,null,null,"['Restaurant', 'Swimming Pool']","₹14,161 per night",Like a 5 Star,Entire Villa,| 3 Bedrooms | Sleeps 12 guests,CoupleFriendly
Hotel O Shruti Guest House,Baga,null,null,"['Restaurant', 'Swimming Pool']","₹3,543 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableGreatValuewithSpaciousRoomsandQuickCheck-In
Botanica - Apartment - 303,Candolim,null,null,"['Restaurant', 'Spa']","₹6,428 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
Boutique 2BHK Apartment in Candolim,Candolim,| 1.4 km drive to Calangute Beach,null,"['Swimming Pool', 'Spa']","₹15,583 per night",null,Entire Apartment,| 2 Bedrooms | Sleeps 8 guests,
Hostel Mandala,Anjuna,| 2.4 km drive to Vagator Beach,null,"['Swimming Pool', 'Entire Apartment']","₹2,891 per night",null,Beds in a Hostel,| 2 Dorm Beds,CoupleFriendly
MoonEYE Guesthouse,Calangute,| 2.2 km drive to Bogmalo Beach,3.5,"['| 1 Bedroom | Sleeps 4 guests', 'Shared Swimming Pool']","₹5,054 per night",null,Room in a Homestay,| 1 Bedroom | Sleeps 3 guests,CoupleFriendly
